32 primary inputs
32 primary outputs
256 AND gates
32 NOT gates
2128 NOR gates

Fanout...
AND-545: OUTPUT-545
NOR-1581: OUTPUT-1581
NOR-1901: OUTPUT-1901
NOR-2223: OUTPUT-2223
NOR-2548: OUTPUT-2548
NOR-2877: OUTPUT-2877
NOR-3211: OUTPUT-3211
NOR-3552: OUTPUT-3552
NOR-3895: OUTPUT-3895
NOR-4241: OUTPUT-4241
NOR-4591: OUTPUT-4591
NOR-4946: OUTPUT-4946
NOR-5308: OUTPUT-5308
NOR-5672: OUTPUT-5672
NOR-5971: OUTPUT-5971
NOR-6123: OUTPUT-6123
NOR-6150: OUTPUT-6150
NOR-6160: OUTPUT-6160
NOR-6170: OUTPUT-6170
NOR-6180: OUTPUT-6180
NOR-6190: OUTPUT-6190
NOR-6200: OUTPUT-6200
NOR-6210: OUTPUT-6210
NOR-6220: OUTPUT-6220
NOR-6230: OUTPUT-6230
NOR-6240: OUTPUT-6240
NOR-6250: OUTPUT-6250
NOR-6260: OUTPUT-6260
NOR-6270: OUTPUT-6270
NOR-6280: OUTPUT-6280
NOR-6287: OUTPUT-6287
NOR-6288: OUTPUT-6288
AND-546: NOR-1446, NOR-1507
NOR-6002: NOR-5966, NOR-5967
NOR-6005: NOR-5972, NOR-5930
NOR-6009: NOR-5938, NOR-5975
NOR-6010: NOR-5975, NOR-5935
NOR-6011: NOR-5979, NOR-5980
NOR-6014: NOR-5981, AND-732
NOR-6018: NOR-5947, NOR-5984
NOR-6019: NOR-5984, AND-780
NOR-6020: NOR-5852, NOR-5984
NOR-6023: NOR-5988, NOR-5989
NOR-6026: NOR-5993, NOR-5990
NOR-6030: NOR-5959, NOR-5996
NOR-6031: NOR-5996, NOR-5956
NOR-6032: NOR-6000, NOR-6001
NOR-6035: NOR-5972, NOR-6005
NOR-6036: NOR-6005, NOR-5930
NOR-6037: NOR-6009, NOR-6010
NOR-6040: NOR-6011, AND-684
NOR-6044: NOR-5981, NOR-6014
NOR-6045: NOR-6014, AND-732
NOR-6046: NOR-5898, NOR-6014
NOR-6049: NOR-6018, NOR-6019
NOR-6052: NOR-6023, NOR-6020
NOR-6056: NOR-5993, NOR-6026
NOR-6057: NOR-6026, NOR-5990
NOR-6058: NOR-6030, NOR-6031
NOR-6061: NOR-6035, NOR-6036
NOR-6064: NOR-6037, AND-636
NOR-6068: NOR-6011, NOR-6040
NOR-6069: NOR-6040, AND-684
NOR-6070: NOR-5941, NOR-6040
NOR-6073: NOR-6044, NOR-6045
NOR-6076: NOR-6049, NOR-6046
NOR-6080: NOR-6023, NOR-6052
NOR-6081: NOR-6052, NOR-6020
NOR-6082: NOR-6056, NOR-6057
NOR-6085: NOR-6061, AND-588
NOR-6089: NOR-6037, NOR-6064
NOR-6090: NOR-6064, AND-636
NOR-6091: NOR-5975, NOR-6064
NOR-6094: NOR-6068, NOR-6069
NOR-6097: NOR-6073, NOR-6070
NOR-6101: NOR-6049, NOR-6076
NOR-6102: NOR-6076, NOR-6046
NOR-6103: NOR-6080, NOR-6081
NOR-6106: NOR-6061, NOR-6085
NOR-6107: NOR-6085, AND-588
NOR-6108: NOR-6005, NOR-6085
NOR-6111: NOR-6089, NOR-6090
NOR-6114: NOR-6094, NOR-6091
NOR-6118: NOR-6073, NOR-6097
NOR-6119: NOR-6097, NOR-6070
NOR-6120: NOR-6101, NOR-6102
NOR-6124: NOR-6111, NOR-6108
NOR-6128: NOR-6094, NOR-6114
NOR-6129: NOR-6114, NOR-6091
NOR-6130: NOR-6118, NOR-6119
NOR-6133: NOR-6111, NOR-6124
NOR-6134: NOR-6124, NOR-6108
NOR-6135: NOR-6128, NOR-6129
NOR-6138: NOR-6133, NOR-6134
NOT-6141: NOR-6138
NOR-6145: NOR-6138, NOT-6141
NOT-6146: NOT-6141
NOR-6147: NOR-6124, NOT-6141
NOR-6151: NOR-6135, NOR-6147
NOR-6155: NOR-6135, NOR-6151
NOR-6156: NOR-6151, NOR-6147
NOR-6157: NOR-6114, NOR-6151
NOR-6161: NOR-6130, NOR-6157
NOR-6165: NOR-6130, NOR-6161
NOR-6166: NOR-6161, NOR-6157
NOR-6167: NOR-6097, NOR-6161
NOR-6171: NOR-6120, NOR-6167
NOR-6175: NOR-6120, NOR-6171
NOR-6176: NOR-6171, NOR-6167
NOR-6177: NOR-6076, NOR-6171
NOR-6181: NOR-6103, NOR-6177
NOR-6185: NOR-6103, NOR-6181
NOR-6186: NOR-6181, NOR-6177
NOR-6187: NOR-6052, NOR-6181
NOR-6191: NOR-6082, NOR-6187
NOR-6195: NOR-6082, NOR-6191
NOR-6196: NOR-6191, NOR-6187
NOR-6197: NOR-6026, NOR-6191
NOR-6201: NOR-6058, NOR-6197
NOR-6205: NOR-6058, NOR-6201
NOR-6206: NOR-6201, NOR-6197
NOR-6207: NOR-5996, NOR-6201
NOR-6211: NOR-6032, NOR-6207
NOR-6215: NOR-6032, NOR-6211
NOR-6216: NOR-6211, NOR-6207
NOR-6217: NOR-5962, NOR-6211
NOR-6221: NOR-6002, NOR-6217
NOR-6225: NOR-6002, NOR-6221
NOR-6226: NOR-6221, NOR-6217
NOR-6227: NOR-5919, NOR-6221
NOR-6231: NOR-5968, NOR-6227
NOR-6235: NOR-5968, NOR-6231
NOR-6236: NOR-6231, NOR-6227
NOR-6237: NOR-5873, NOR-6231
NOR-6241: NOR-5925, NOR-6237
NOR-6245: NOR-5925, NOR-6241
NOR-6246: NOR-6241, NOR-6237
NOR-6247: NOR-5825, NOR-6241
NOR-6251: NOR-5879, NOR-6247
NOR-6255: NOR-5879, NOR-6251
NOR-6256: NOR-6251, NOR-6247
NOR-6257: NOR-5776, NOR-6251
NOR-6261: NOR-5831, NOR-6257
NOR-6265: NOR-5831, NOR-6261
NOR-6266: NOR-6261, NOR-6257
NOR-6267: NOR-5721, NOR-6261
NOR-6271: NOR-5782, NOR-6267
NOR-6275: NOR-5782, NOR-6271
NOR-6276: NOR-6271, NOR-6267
NOR-6277: NOR-5666, NOR-6271
NOR-6281: NOR-5727, NOR-6277
NOR-6285: NOR-5727, NOR-6281
NOR-6286: NOR-6281, NOR-6277
